Familia Carrera,Carrera,Institución,Ubicación,Tipo Institución,Tipo Gestión,Duración,Costo (S/.),Ingresantes/Postulantes (%),Ingreso Promedio Nacional (S/.),Crédito universitario,Becas educativas,Ingresantes,Postulantes,Matriculados
Ingeniería Mecánica,Mecánica Automotriz,Nueva Esperanza,La Libertad,INSTITUTO,PUBLICA,3,10 - 240,ND,ND,No,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,Cap Fap José Abelardo Quiñones,Tumbes,INSTITUTO,PUBLICA,3,240,82,ND,Si,Si,28,34,136
Ingeniería Mecánica,Mecánica Automotriz,Ete Sargento 2Do Fernando Lores Tenazoa,Lima,INSTITUTO,PUBLICA,3,ND,52,ND,No,Si,24,46,24
Ingeniería Mecánica,Mecánica de Producción,Manuel Seoane Corrales,Lima,INSTITUTO,PUBLICA,3,360 - 360,ND,ND,No,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica de Producción,Luis E Valcárcel,Moquegua,INSTITUTO,PUBLICA,3,280,86,ND,No,Si,24,28,105
Ingeniería Mecánica,Mecánica de Producción,Luis Felipe De Las Casas Grieve,Ica,INSTITUTO,PUBLICA,3,170,100,ND,No,Si,21,21,83
Ingeniería Mecánica,Mecánica de Producción,Jorge Desmaison Seminario,La Libertad,INSTITUTO,PUBLICA,3,210,80,ND,No,Si,28,35,102
Ingeniería Mecánica,Mecánica de Producción,Didascalio Cristo Rey,Cusco,INSTITUTO,PRIVADA,3,1370,100,ND,No,Si,10,10,55
Ingeniería Mecánica,Mecánica de Producción,La Recoleta,Arequipa,INSTITUTO,PUBLICA,3,800,100,ND,No,Si,22,22,90
Ingeniería Mecánica,Mecánica de Producción,Manuel Núñez Butrón,Puno,INSTITUTO,PUBLICA,3,75,100,ND,No,No,30,30,30
Ingeniería Mecánica,Mecánica de Producción,Santiago Antúnez De Mayolo,Junin,INSTITUTO,PUBLICA,3,236,ND,ND,No,No,ND,ND,ND
Ingeniería Mecánica,Mecánica de Producción,Pedro A. Del Águila Hidalgo,Loreto,INSTITUTO,PUBLICA,3,300 - 340,31,1651,No,Si,38,124,269
Ingeniería Mecánica,Mecánica de Producción,Olmos,Lambayeque,INSTITUTO,PUBLICA,3,200,83,ND,Si,Si,24,29,24
Ingeniería Mecánica,Mecánica de Producción,Carlos Salazar Romero,Ancash,INSTITUTO,PUBLICA,3,610,100,ND,No,Si,38,38,100
Ingeniería Mecánica,Mecánica de Producción,Huancavelica,Huancavelica,INSTITUTO,PUBLICA,3,80,74,ND,No,No,25,34,103
Ingeniería Mecánica,Mecánica de Producción,Almirante Miguel Grau,Piura,INSTITUTO,PUBLICA,3,240,100,ND,No,No,57,57,207
Ingeniería Mecánica,Mecánica de Producción,Salesiano,Lima,INSTITUTO,PRIVADA,3,2800,90,ND,No,No,36,40,133
Ingeniería Mecánica,Mecánica de Producción,Huancané,Puno,INSTITUTO,PUBLICA,3,110,ND,ND,No,No,ND,ND,57
Ingeniería Mecánica,Mecánica de Producción,Juana María Condesa,Arequipa,INSTITUTO,PRIVADA,3,ND,90,ND,No,No,26,29,45
Ingeniería Mecánica,Mecánica de Producción,Túpac Amaru,Cusco,INSTITUTO,PUBLICA,3,240,66,ND,No,No,38,58,179
Ingeniería Mecánica,Mecánica de Producción,Ciro Alegría Bazán,La Libertad,INSTITUTO,PUBLICA,3,180,97,ND,Si,Si,33,34,33
Ingeniería Mecánica,Mecánica de Producción,Sullana,Piura,INSTITUTO,PUBLICA,3,220,100,ND,No,Si,38,38,175
Ingeniería Mecánica,Mecánica de Producción,Julio Cesar Tello,Lima,INSTITUTO,PUBLICA,3,300,90,ND,No,Si,28,31,73
Ingeniería Mecánica,Mecánica de Producción,Adolfo Vienrich,Junin,INSTITUTO,PUBLICA,3,330,56,ND,No,Si,40,72,99
Ingeniería Mecánica,Mecánica de Producción,República Federal De Alemania,Lambayeque,INSTITUTO,PUBLICA,3,226,92,ND,No,Si,71,77,71
Ingeniería Mecánica,Mecánica de Producción,Aparicio Pomares,Huanuco,INSTITUTO,PUBLICA,3,140,100,ND,Si,Si,37,37,160
Ingeniería Mecánica,Mecánica de Producción,José Carlos Mariátegui,Moquegua,INSTITUTO,PUBLICA,3,235 - 235,91,ND,No,Si,40,44,160
Ingeniería Mecánica,Mecánica de Producción,Cap Fap José Abelardo Quiñones,Tumbes,INSTITUTO,PUBLICA,3,240,68,ND,Si,Si,19,28,84
Ingeniería Mecánica,Mecánica de Producción,Ete Sargento 2Do Fernando Lores Tenazoa,Lima,INSTITUTO,PUBLICA,3,"934 - 1,617",42,ND,No,No,19,45,19
Ingeniería Mecánica,Mecánica de Producción,Carlos Cueto Fernandini,Lima,INSTITUTO,PUBLICA,3,480,7,1499,No,No,76,1103,76
Ingeniería Mecánica,Mecánica de Producción,San Marcos,Ancash,INSTITUTO,PUBLICA,3,110,ND,ND,No,No,ND,ND,ND
Ingeniería Mecánica,Mecánica de Producción,Honorio Delgado Espinoza,Arequipa,INSTITUTO,PUBLICA,3,280,100,1828,No,No,40,40,74
Ingeniería Mecánica,Mecánica de Producción,Francisco De Paula Gonzales Vigil,Tacna,INSTITUTO,PUBLICA,3,215,95,ND,No,No,19,20,80
Ingeniería Mecánica,Mecánica de Producción,Ciudad Eten,Lambayeque,INSTITUTO,PUBLICA,3,280,100,ND,No,Si,20,20,20
Ingeniería Mecánica,Mecánica de Producción,Chalhuahuacho,Apurimac,INSTITUTO,PUBLICA,3,600,81,ND,No,No,17,21,17
Ingeniería Mecánica,Mecánica de Producción,Pedro Ortiz Montoya,Cajamarca,INSTITUTO,PUBLICA,3,320,ND,ND,No,Si,ND,ND,14
Ingeniería Mecánica,Mecánica de Producción,Guadalupe,La Libertad,INSTITUTO,PUBLICA,3,200,100,ND,No,Si,29,29,29
Ingeniería Mecánica,Mecánica de Producción,Nueva Esperanza,La Libertad,INSTITUTO,PUBLICA,3,10 - 240,ND,ND,No,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica de Producción,Mario Gutiérrez López,Junin,INSTITUTO,PUBLICA,3,100,100,ND,No,Si,40,40,75
Ingeniería Mecánica,Mecánica de Producción,Desaguadero,Puno,INSTITUTO,PUBLICA,3,140,56,ND,No,Si,14,25,22
Ingeniería Mecánica,Mecánica de Producción,Gilda Liliana Ballivian Rosado,Lima,INSTITUTO,PUBLICA,3,760,100,ND,No,No,70,70,188
Ingeniería Mecánica,Mecánica de Producción,De Espinar,Cusco,INSTITUTO,PUBLICA,3,170,44,ND,No,Si,35,79,40
Ingeniería Mecánica,Mecánica de Producción,Chocope,La Libertad,INSTITUTO,PUBLICA,3,760,100,ND,No,Si,27,27,27
Ingeniería Mecánica,Mecánica de Producción,Manuel Gonzales Prada,La Libertad,INSTITUTO,PUBLICA,3,200,100,ND,No,Si,24,24,24
Ingeniería Mecánica,Mecánica de Producción,Lircay,Huancavelica,INSTITUTO,PUBLICA,3,60,ND,ND,No,No,ND,ND,ND
Ingeniería Mecánica,Mecánica de Producción,José Pardo,Lima,INSTITUTO,PUBLICA,3,300,ND,1832,No,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica de Producción,Catalina Buendía De Pecho,Ica,INSTITUTO,PUBLICA,3,426,100,ND,No,Si,34,34,92
Ingeniería Mecánica,Mecánica de Producción,Nor Oriental De La Selva,San Martin,INSTITUTO,PUBLICA,3,370,94,ND,No,Si,30,32,134
Ingeniería Mecánica,Mecánica de Producción,María Rosario Araoz Pinto,Lima,INSTITUTO,PUBLICA,3,420,84,ND,Si,Si,38,45,168
Ingeniería Mecánica,Mecánica de Producción,Luis Negreiros Vega,Lima,INSTITUTO,PUBLICA,3,300,100,ND,No,Si,44,44,131
Ingeniería Mecánica,Mecánica de Producción,José Antonio Encinas,Puno,INSTITUTO,PUBLICA,3,140,100,ND,No,No,33,33,85
Ingeniería Mecánica,Mecánica de Producción,Enrique López Albujar,Lambayeque,INSTITUTO,PUBLICA,3,180,100,ND,No,No,25,25,25
Ingeniería Mecánica,Mecánica de Producción,Pedro P. Díaz,Arequipa,INSTITUTO,PUBLICA,3,160,94,ND,Si,Si,79,84,282
Ingeniería Mecánica,Mecánica de Producción,Simón Bolívar,Piura,INSTITUTO,PUBLICA,3,180,90,ND,Si,Si,27,30,100
Medicina,Medicina,Universidad Peruana De Ciencias Aplicadas,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Medicina,Medicina,Universidad Nacional Federico Villarreal,Lima,UNIVERSIDAD,PUBLICA,7,ND,11,4186,No,No,134,1255,801
Medicina,Medicina,Universidad Peruana Cayetano Heredia,Lima,UNIVERSIDAD,PRIVADA,7,31480,9,3270,No,No,155,1778,918
Medicina,Medicina,Universidad Nacional De Trujillo,La Libertad,UNIVERSIDAD,PUBLICA,7,99,ND,5145,No,No,100,ND,726
Medicina,Medicina,Universidad Particular De Chiclayo,Lambayeque,UNIVERSIDAD,PRIVADA,7,"5,480 - 10,480",ND,ND,No,Si,ND,ND,ND
Medicina,Medicina,Universidad Cesar Vallejo,Piura,UNIVERSIDAD,PRIVADA,ND,ND,ND,3544,No,No,ND,ND,ND
Medicina,Medicina,Universidad Cesar Vallejo,La Libertad,UNIVERSIDAD,PRIVADA,7,13200,86,3544,No,Si,64,74,1060
Medicina,Medicina,Universidad San Pedro,Ancash,UNIVERSIDAD,PRIVADA,7,"7,200 - 10,600",78,3783,No,Si,142,181,580
Medicina,Medicina,Universidad Nacional De San Agustín,Arequipa,UNIVERSIDAD,PUBLICA,7,50,3,3559,No,No,91,2940,775
Medicina,Medicina Humana,Universidad Privada Telesup,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Medicina,Medicina Humana,Universidad Ricardo Palma,Lima,UNIVERSIDAD,PRIVADA,7,"8,150 - 21,300",ND,3537,Si,Si,ND,ND,ND
Medicina,Medicina Humana,Universidad Nacional De San Cristóbal De Huamanga,Ayacucho,UNIVERSIDAD,PUBLICA,9,128,6,ND,No,Si,42,674,ND
Medicina,Medicina Humana,Universidad Señor De Sipán,Lambayeque,UNIVERSIDAD,PRIVADA,7,"8,600 - 12,600",92,ND,Si,Si,120,130,109
Medicina,Medicina Humana,Universidad Privada Antenor Orrego,La Libertad,UNIVERSIDAD,PRIVADA,7,11400,ND,3610,No,Si,ND,ND,ND
Medicina,Medicina Humana,Universidad Nacional De Piura,Piura,UNIVERSIDAD,PUBLICA,6,126,4,ND,No,No,46,1209,314
Medicina,Medicina Humana,Universidad Privada San Juan Bautista,Lima,UNIVERSIDAD,PRIVADA,7,"16,700 - 21,000",98,4295,No,Si,204,209,3857
Medicina,Medicina Humana,Universidad Nacional Mayor De San Marcos,Lima,UNIVERSIDAD,PUBLICA,7,ND,2,3800,No,No,152,6643,1150
Medicina,Medicina Humana,Universidad De San Martín De Porres,Lima,UNIVERSIDAD,PRIVADA,7,"20,860 - 40,700",45,4168,No,Si,497,1110,2653
Medicina,Medicina Humana,Universidad Nacional De San Antonio Abad Del Cusco,Cusco,UNIVERSIDAD,PUBLICA,7,40,4,ND,No,No,68,1634,475
Medicina,Medicina Humana,Universidad Nacional Daniel Alcides Carrión,Pasco,UNIVERSIDAD,PUBLICA,7,46 - 72,11,ND,No,No,51,460,68
Medicina,Medicina Humana,Universidad Privada De Tacna,Tacna,UNIVERSIDAD,PRIVADA,7,8068,15,4234,No,Si,66,427,663
Medicina,Medicina Humana,Universidad Nacional Del Altiplano,Puno,UNIVERSIDAD,PUBLICA,6,ND,4,ND,No,No,69,1939,907
Medicina,Medicina Humana,Universidad Nacional Agraria De La Selva,Huanuco,UNIVERSIDAD,PUBLICA,ND,ND,ND,ND,No,No,ND,ND,ND
Medicina,Medicina Humana,Universidad Privada San Juan Bautista,Ica,UNIVERSIDAD,PRIVADA,ND,ND,ND,4295,No,No,ND,ND,ND
Medicina,Medicina Humana,Universidad Nacional De Ucayali,Ucayali,UNIVERSIDAD,PUBLICA,7,100 - 800,9,ND,No,No,66,724,669
Medicina,Medicina Humana,Universidad Nacional De Cajamarca,Cajamarca,UNIVERSIDAD,PUBLICA,7,52,10,ND,No,No,60,575,592
Medicina,Medicina Humana,Universidad Alas Peruanas,Lima,UNIVERSIDAD,PRIVADA,6,"12,370 - 15,370",88,ND,No,Si,179,204,670
Medicina,Medicina Humana,Universidad Católica De Santa María,Arequipa,UNIVERSIDAD,PRIVADA,7,"7,294 - 8,294",7,3808,No,Si,123,1856,992
Medicina,Medicina Humana,Universidad Nacional Toribio Rodríguez De Mendoza De Amazonas,Amazonas,UNIVERSIDAD,PUBLICA,7,120,ND,ND,No,No,ND,ND,ND
Medicina,Medicina Humana,Universidad Nacional Pedro Ruiz Gallo,Lambayeque,UNIVERSIDAD,PUBLICA,ND,ND,ND,ND,No,No,ND,ND,ND
Medicina,Medicina Humana,Universidad Continental,Junin,UNIVERSIDAD,PRIVADA,7,"1,550 - 1,750",75,ND,No,Si,154,204,633
Medicina,Medicina Humana,Universidad Científica Del Sur,Lima,UNIVERSIDAD,PRIVADA,7,"25,500 - 35,500",52,4213,No,Si,356,687,2388
Medicina,Medicina Humana,Universidad Católica De Trujillo Benedicto XVI,La Libertad,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Medicina,Medicina Humana,Universidad Peruana Los Andes,Junin,UNIVERSIDAD,PRIVADA,7,13220,43,ND,No,Si,118,272,564
Medicina,Medicina Humana,Universidad Nacional De San Martín,San Martin,UNIVERSIDAD,PUBLICA,7,218 - 446,ND,ND,No,No,38,ND,361
Medicina,Medicina Humana,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque,UNIVERSIDAD,PRIVADA,7,"17,350 - 17,350",61,ND,Si,Si,101,166,368
Medicina,Medicina Humana,Universidad Norbert Wiener,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Medicina,Medicina Humana,Universidad Nacional Del Santa,Ancash,UNIVERSIDAD,PUBLICA,7,178,9,ND,No,No,50,539,181
Medicina,Medicina Humana,Universidad Nacional Jorge Basadre Grohmann,Tacna,UNIVERSIDAD,PUBLICA,7,ND,4,ND,No,No,26,633,221
Medicina,Medicina Humana,Universidad Andina Néstor Cáceres Velásquez,Puno,UNIVERSIDAD,PRIVADA,7,672 - 810,23,ND,No,Si,100,436,1157
Medicina,Medicina Humana,Universidad Nacional Hermilio Valdizán,Huanuco,UNIVERSIDAD,PUBLICA,7,50,4,ND,No,No,47,1141,452
Medicina,Medicina Humana,Universidad Nacional De La Amazonia Peruana,Loreto,UNIVERSIDAD,PUBLICA,7,144,14,ND,No,Si,37,271,672
Medicina,Medicina Humana,Universidad De San Martín De Porres,Lambayeque,UNIVERSIDAD,PRIVADA,ND,ND,ND,4168,No,No,ND,ND,ND
Medicina,Medicina Humana,Universidad Nacional De Tumbes,Tumbes,UNIVERSIDAD,PUBLICA,5,200,26,ND,No,No,18,69,18
Medicina,Medicina Humana,Universidad Nacional José Faustino Sánchez Carrión,Lima,UNIVERSIDAD,PUBLICA,7,120,8,ND,No,No,60,785,368
Medicina,Medicina Humana,Universidad Peruana Unión,Lima,UNIVERSIDAD,PRIVADA,7,19760,61,ND,Si,Si,95,156,421
Medicina,Medicina Humana,Universidad Nacional Del Centro Del Perú,Junin,UNIVERSIDAD,PUBLICA,5,20,6,ND,Si,Si,36,602,633
Medicina,Medicina Humana,Universidad Privada Antenor Orrego,Piura,UNIVERSIDAD,PRIVADA,ND,ND,ND,3610,No,No,ND,ND,ND
Medicina,Medicina Humana,Universidad Andina Del Cusco,Cusco,UNIVERSIDAD,PRIVADA,6,"1,161 - 1,578",31,ND,No,Si,104,333,622
Veterinaria,Medicina Veterinaria,Universidad Nacional De Cajamarca,Cajamarca,UNIVERSIDAD,PUBLICA,5,52,64,ND,No,No,58,90,614
Veterinaria,Medicina Veterinaria,Universidad Ricardo Palma,Lima,UNIVERSIDAD,PRIVADA,5,"8,800 - 13,800",ND,ND,Si,Si,ND,ND,ND
Veterinaria,Medicina Veterinaria,Universidad Científica Del Perú,Loreto,UNIVERSIDAD,PRIVADA,6,5370,100,ND,No,Si,6,6,19
Veterinaria,Medicina Veterinaria,Universidad Nacional Hermilio Valdizán,Huanuco,UNIVERSIDAD,PUBLICA,6,50,33,ND,No,No,37,112,238
Veterinaria,Medicina Veterinaria,Universidad Nacional De Piura,Piura,UNIVERSIDAD,PUBLICA,5,126,41,ND,No,No,58,140,284
Veterinaria,Medicina Veterinaria,Universidad Alas Peruanas,La Libertad,UNIVERSIDAD,PRIVADA,ND,ND,ND,1893,No,No,ND,ND,ND
Veterinaria,Medicina Veterinaria,Universidad Nacional De San Cristóbal De Huamanga,Ayacucho,UNIVERSIDAD,PUBLICA,6,128,36,ND,No,Si,42,116,ND
Veterinaria,Medicina Veterinaria,Universidad Nacional Agraria De La Selva,Huanuco,UNIVERSIDAD,PUBLICA,ND,ND,ND,ND,No,No,ND,ND,ND
Veterinaria,Medicina Veterinaria,Universidad Nacional De San Antonio Abad Del Cusco,Cusco,UNIVERSIDAD,PUBLICA,ND,ND,ND,ND,No,No,ND,ND,ND
Veterinaria,Medicina Veterinaria,Universidad Nacional Mayor De San Marcos,Lima,UNIVERSIDAD,PUBLICA,5,ND,7,1923,No,No,70,1015,375
Veterinaria,Medicina Veterinaria,Universidad Nacional Pedro Ruiz Gallo,Lambayeque,UNIVERSIDAD,PUBLICA,ND,ND,ND,ND,No,No,ND,ND,ND
Veterinaria,Medicina Veterinaria,Universidad Alas Peruanas,Lima,UNIVERSIDAD,PRIVADA,5,"4,470 - 6,570",97,1893,No,Si,287,295,1860
Veterinaria,Medicina Veterinaria,Universidad Alas Peruanas,Piura,UNIVERSIDAD,PRIVADA,ND,ND,ND,1893,No,No,ND,ND,ND
Veterinaria,Medicina Veterinaria,Universidad Alas Peruanas,Ucayali,UNIVERSIDAD,PRIVADA,ND,ND,ND,1893,No,No,ND,ND,ND
Veterinaria,Medicina Veterinaria y Zootecnia,Universidad Nacional De San Martín,San Martin,UNIVERSIDAD,PUBLICA,5,218 - 446,ND,ND,No,No,31,ND,327
Veterinaria,Medicina Veterinaria y Zootecnia,Universidad Nacional Micaela Bastidas De Apurímac,Apurimac,UNIVERSIDAD,PUBLICA,5,40 - 260,ND,ND,No,No,ND,ND,ND
Veterinaria,Medicina Veterinaria y Zootecnia,Universidad Nacional Jorge Basadre Grohmann,Tacna,UNIVERSIDAD,PUBLICA,5,ND,33,ND,No,No,43,132,189
Veterinaria,Medicina Veterinaria y Zootecnia,Universidad Nacional De Tumbes,Tumbes,UNIVERSIDAD,PUBLICA,5,97,60,ND,No,No,33,55,257
Veterinaria,Medicina Veterinaria y Zootecnia,Universidad Nacional Amazónica De Madre De Dios,Madre de Dios,UNIVERSIDAD,PUBLICA,6,87,51,ND,No,Si,28,55,159
Veterinaria,Medicina Veterinaria y Zootecnia,Universidad Privada Antenor Orrego,La Libertad,UNIVERSIDAD,PRIVADA,5,4800,ND,ND,No,Si,ND,ND,ND
Veterinaria,Medicina Veterinaria y Zootecnia,Universidad Católica De Santa María,Arequipa,UNIVERSIDAD,PRIVADA,5,"5,276 - 6,276",94,1999,No,Si,130,138,438
Veterinaria,Medicina Veterinaria y Zootecnia,Universidad Peruana Cayetano Heredia,Lima,UNIVERSIDAD,PRIVADA,5,27680,89,2673,No,No,138,155,392
Veterinaria,Medicina Veterinaria y Zootecnia,Universidad Científica Del Sur,Lima,UNIVERSIDAD,PRIVADA,5,"12,500 - 25,500",62,1963,No,Si,218,354,1012
Veterinaria,Medicina Veterinaria y Zootecnia,Universidad Peruana Los Andes,Junin,UNIVERSIDAD,PRIVADA,5,3680,90,ND,No,Si,65,72,196
Veterinaria,Medicina Veterinaria y Zootecnia,Universidad Nacional Del Altiplano,Puno,UNIVERSIDAD,PUBLICA,5,ND,32,ND,No,No,109,346,1382
Ecología y Medio Ambiente,Medio Ambiente y Recursos Naturales,Francisco Vigo Caballero,San Martin,INSTITUTO,PUBLICA,3,260,100,ND,No,Si,39,39,135
Marketing,Mercadotecnia,Computron,Lima,INSTITUTO,PRIVADA,3,3400,40,ND,No,Si,4,10,37
Marketing,Mercadotecnia,San Francisco De Asís,Junin,INSTITUTO,PRIVADA,3,1950,ND,ND,No,Si,ND,ND,ND
Marketing,Mercadotecnia,Peruano De Sistemas Sise,Lima,INSTITUTO,PRIVADA,3,"3,468 - 3,948",ND,1660,No,Si,ND,ND,ND
Marketing,Mercadotecnia,Idat,Lima,INSTITUTO,PRIVADA,3,4300,ND,2004,No,Si,ND,ND,20
Marketing,Mercadotecnia,María De Los Ángeles Cimas,Lima,INSTITUTO,PRIVADA,3,2360,100,ND,No,Si,100,100,97
"Ingeniería Minera, Metalurgia y Petróleo",Metalurgia,Cenfomin - Centro De Formación En Minería,Cajamarca,INSTITUTO,PRIVADA,3,530,ND,ND,No,Si,ND,ND,ND
"Ingeniería Minera, Metalurgia y Petróleo",Metalurgia,Cetemin,Lima,INSTITUTO,PRIVADA,3,6000,ND,ND,No,Si,ND,ND,ND
"Ingeniería Minera, Metalurgia y Petróleo",Metalurgia,Carlos Cueto Fernandini,Lima,INSTITUTO,PUBLICA,3,480,4,ND,No,No,39,1103,39
"Ingeniería Minera, Metalurgia y Petróleo",Metalurgia,Honorio Delgado Espinoza,Arequipa,INSTITUTO,PUBLICA,3,280,100,ND,No,No,40,40,235
"Ingeniería Minera, Metalurgia y Petróleo",Metalurgia,José Pardo,Lima,INSTITUTO,PUBLICA,3,300,ND,ND,No,Si,ND,ND,ND
"Ingeniería Minera, Metalurgia y Petróleo",Metalurgia,Víctor Andrés Belaunde,La Libertad,INSTITUTO,PUBLICA,3,200,100,ND,No,Si,18,18,49
Ecología y Medio Ambiente,Meteorología,Universidad Nacional Agraria La Molina,Lima,UNIVERSIDAD,PUBLICA,5,"50 - 1,650",53,3722,No,No,31,59,176
Biología,Microbiología y Parasitología,Universidad Nacional De Trujillo,La Libertad,UNIVERSIDAD,PUBLICA,5,99,ND,1951,No,Si,51,ND,302
Biología,Microbiología y Parasitología,Universidad Nacional Mayor De San Marcos,Lima,UNIVERSIDAD,PUBLICA,5,ND,28,2514,No,No,48,174,223
Periodismo y Locución,Multimedia y Fotografía Publicitaria,Universidad San Ignacio De Loyola,Lima,UNIVERSIDAD,PRIVADA,5,"14,800 - 26,200",18,ND,No,Si,31,171,52
Música,Música,José María Valle Riestra,Piura,INSTITUTO,PUBLICA,5,740,91,ND,No,Si,41,45,135
Música,Música,Universidad Peruana De Ciencias Aplicadas,Lima,UNIVERSIDAD,PRIVADA,5,"14,319 - 29,720",100,ND,No,Si,465,222,722
Música,Música,Carlos Valderrama,La Libertad,INSTITUTO,PUBLICA,5,260,ND,ND,No,Si,ND,ND,ND
Música,Música,Mario Urteaga Alvarado,Cajamarca,INSTITUTO,PUBLICA,5,160 - 200,ND,ND,No,Si,ND,ND,ND
Música,Música,Carlos Baca Flor,Arequipa,INSTITUTO,PUBLICA,5,450,ND,ND,No,Si,ND,ND,ND
Música,Música,Pontificia Universidad Católica Del Perú,Lima,UNIVERSIDAD,PRIVADA,5,"10,164 - 31,780",67,ND,Si,Si,57,85,550
Música,Música,Puno,Puno,INSTITUTO,PUBLICA,5,ND,84,ND,No,No,31,37,72
Música,Música con Mención en Canto,Música Josafat Roel Pineda,Lima,INSTITUTO,PRIVADA,5,"8,600 - 15,600",ND,ND,No,Si,ND,ND,ND
Música,Música con Mención en Composición Musical,Conservatorio Nacional De Música,Lima,INSTITUTO,PUBLICA,5,231,60,ND,No,No,3,5,19
Música,Música con Mención en Composición Musical,Música Josafat Roel Pineda,Lima,INSTITUTO,PRIVADA,5,"8,600 - 15,600",ND,ND,No,Si,ND,ND,ND
Música,"Música con Mención en Intérprete, Productor y Director",Música Josafat Roel Pineda,Lima,INSTITUTO,PRIVADA,5,"8,600 - 15,600",ND,ND,No,Si,ND,ND,ND
Música,Música con Mención en Musicología,Música Josafat Roel Pineda,Lima,INSTITUTO,PRIVADA,5,"8,600 - 15,600",ND,ND,No,Si,ND,ND,ND
Otras Carreras de Educación,ND,Universidad De Piura,Piura,UNIVERSIDAD,PRIVADA,ND,ND,ND,1785,No,No,ND,ND,ND
Administración de Empresas ,ND,Del Norte S.A.C.,La Libertad,INSTITUTO,PRIVADA,ND,ND,ND,1654,No,No,ND,ND,ND
Educación Primaria,ND,Universidad Inca Garcilaso De La Vega,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,1408,No,No,ND,ND,ND
Ciencias de la Computación,ND,Santa Maria de Los Angeles - Cimas,Piura,INSTITUTO,PRIVADA,ND,ND,ND,1530,No,No,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",ND,Universidad Nacional San Luis Gonzaga,Ica,UNIVERSIDAD,PUBLICA,ND,ND,ND,1528,No,No,ND,ND,ND
Ingeniería Mecánica,ND,Universidad Nacional San Luis Gonzaga,Ica,UNIVERSIDAD,PUBLICA,ND,ND,ND,3838,No,No,ND,ND,ND
Farmacia y Bioquímica,ND,Universidad Nacional San Luis Gonzaga,Ica,UNIVERSIDAD,PUBLICA,ND,ND,ND,2784,No,No,ND,ND,ND
Enfermería,ND,María Montessori,Arequipa,INSTITUTO,PRIVADA,ND,ND,ND,1297,No,No,ND,ND,ND
Ingeniería Mecánica,ND,Universidad Alas Peruanas,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,2852,No,No,ND,ND,ND
Ingeniería de Sistemas y Cómputo,ND,Universidad Nacional Pedro Ruiz Gallo,Lambayeque,UNIVERSIDAD,PUBLICA,ND,ND,ND,2535,No,No,ND,ND,ND
Ciencias de la Computación,ND,Computronic Tech-Lima,Lima,INSTITUTO,PRIVADA,ND,ND,ND,1963,No,No,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",ND,San Ignacio De Loyola,Lima,INSTITUTO,PRIVADA,ND,ND,ND,2442,No,No,ND,ND,ND
Negocios Internacionales,ND,Peruano De Sistemas Sise,Lima,INSTITUTO,PRIVADA,ND,ND,ND,1948,No,No,ND,ND,ND
Farmacia y Bioquímica,ND,Daniel Alcides Carrión,Lima,INSTITUTO,PRIVADA,ND,ND,ND,1382,No,No,ND,ND,ND
Administración de Empresas ,ND,Universidad Nacional Pedro Ruiz Gallo,Lambayeque,UNIVERSIDAD,PUBLICA,ND,ND,ND,2603,No,No,ND,ND,ND
Educación Secundaria,ND,Universidad Nacional San Luis Gonzaga,Ica,UNIVERSIDAD,PUBLICA,ND,ND,ND,1294,No,No,ND,ND,ND
Ingeniería de Sistemas y Cómputo,ND,Universidad Nacional San Luis Gonzaga,Ica,UNIVERSIDAD,PUBLICA,ND,ND,ND,3047,No,No,ND,ND,ND
Agropecuaria,ND,Universidad Nacional San Luis Gonzaga,Ica,UNIVERSIDAD,PUBLICA,ND,ND,ND,2053,No,No,ND,ND,ND
Farmacia y Bioquímica,ND,María Montessori,Arequipa,INSTITUTO,PRIVADA,ND,ND,ND,1268,No,No,ND,ND,ND
Educación Primaria,ND,Huari,Ancash,INSTITUTO,PUBLICA,ND,ND,ND,1592,No,No,ND,ND,ND
Otras Carreras de Educación,ND,Universidad Marcelino Champagnat,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,1832,No,No,ND,ND,ND
Administración Pública,ND,Universidad Inca Garcilaso De La Vega,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,3037,No,No,ND,ND,ND
Diseño,ND,Peruano De Arte Y Diseño,Lima,INSTITUTO,PRIVADA,ND,ND,ND,2100,No,No,ND,ND,ND
Ingeniería Electrónica,ND,Universidad Nacional Pedro Ruiz Gallo,Lambayeque,UNIVERSIDAD,PUBLICA,ND,ND,ND,3245,No,No,ND,ND,ND
